NoUrut,IdData,Data,Data Inggris,Label,HasilSegmen,DataAsliOptimal,DataAsliGreedy,DataEditOptimal,DataEditGreedy
130,8,Anda juga dapat mengonsumsi obat - obat anti nyeri seperti paracetamol bila sakit anda kumat,You can also take painkillers such as paracetamol if your pain recurs,F3,7,2,2,7,7
131,8,"Untuk penggunaan obat, sebaiknya dosis dan waktunya disesuaikan dengan anjuran dokter","For the use of drugs, the dosage and time should be adjusted according to the doctor's recommendations",F3,7,2,2,7,7
132,8,"Demikian jawaban dari saya, semoga membantu, Andika Surya","That's my answer, I hope it helps, Andika Surya",F1,8,1,1,8,8
133,9,Halo Fachriani,Hello Fachriani,F1,0,1,1,0,0
134,9,Terima kasih atas pertanyaan Anda,Thank you for your question,F1,1,5,5,1,1
135,9,Darah menstruasi pada umumnya berwarna kemerahan seperti darah,Menstrual blood is generally reddish in color like blood,F3,1,5,5,1,1
136,9,"Jika selama menstruasi Anda mengeluarkan darah yang berwarna kecoklatan, maka hal ini dapat disebabkan oleh berbagai macam penyebab, diantaranya sebagai berikut ini : Terdapatnya jaringan fibroid dalam rahim","If during menstruation you bleed brown in color, then this can be caused by various causes, including the following: The presence of fibroid tissue in the uterus",F4,1,5,5,1,1
137,9,Sisa darah menstruasi yang mengering,Dried menstrual blood,F4,1,5,5,1,1
138,9,Kista cokelat yang pecah,Cracked chocolate cyst,F4,1,5,5,1,1
139,9,Gangguan pembekuan darah,Blood clotting disorders,F4,2,3,3,2,2
140,9,"Obstruksi darah menstruasi == polip, mioma, dan lain – lain","Obstruction of menstrual blood == polyps, myomas, and others",F4,2,3,3,2,2
141,9,Pembesaran uterus dan lain – lain,Uterine enlargement and others,F4,2,3,3,2,2
142,9,"Untuk mengetahui dengan pasti penyebab dari kondisi yang Anda alami saat ini, kami sangat menyarankan kepada Anda untuk segera mengunjungi Dokter Spesialis Kebidanan dan Kandungan agar dilakukan serangkaian pemeriksaan lebih lanjut seperti pemeriksaan fisik, tes darah, USG Obgyn, dan lain – lain sehingga penyebab pasti dari kondisi Anda diketahui dan akhirnya penanganan yang tepat dapat diberikan","To find out for sure the cause of the condition you are currently experiencing, we strongly recommend that you immediately visit an Obstetrics and Gynecology Specialist so that a series of further examinations are carried out such as a physical examination, blood test, USG Obgyn, and others so that the exact cause of your condition is known and finally appropriate treatment can be given",F5,3,2,2,3,3
143,9,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat","That's the explanation that we can convey, hopefully it's useful",F5,3,2,2,3,3
144,9,"Salam, dr Jati","Regards, dr Jati",F1,4,1,1,4,4
145,10,Terima kasih telah bertanya di Alodokter com,Thank you for asking at Alodokter com,F1,0,1,1,0,0
146,10,"Keluarnya gumpalan darah dari vagina dapat disebabkan oleh : pertanda menstruasi normal penyakit yang menyebabkan kelainan menstruasi: PCOS, kista ovarium, mioma uteri, kelainan tiroid kanker serviks","Blood clots from the vagina can be caused by: a sign of normal menstruation, diseases that cause menstrual abnormalities: PCOS, ovarian cysts, uterine myomas, thyroid disorders, cervical cancer",F4,1,1,1,1,1
147,10,"Untuk memastikan penyebabnya, disarankan untuk memeriksakan langsung dengan dokter spesialis kandungan","To determine the cause, it is recommended to consult directly with a gynecologist",F5,2,4,4,2,2
148,10,"Dokter akan melakukan pemeriksaan jalan lahir, pemeriksaan USG kandungan, dan dalam beberapa kasus tertentu pemeriksaan darah untuk memastikan masalah medis Anda","The doctor will perform a birth canal examination, an ultrasound examination of the uterus, and in certain cases a blood test to confirm your medical problem",F5,2,4,4,2,2
149,10,"Jika gumpalan kembali muncul, dan keluar dari liang vagina maka disarankan untuk di masukkan ke dalam wadah kosong untuk diperiksa oleh dokter kandungan","If the clot reappears, and comes out of the vaginal canal, it is recommended to put it in an empty container to be examined by a gynecologist",F5,2,4,4,2,2
150,10,"Semoga bermanfaat, dr Previyanti","Hopefully useful, dr Previyanti",F1,2,4,4,2,2
151,11,"Halo, terima kasih atas pertanyaannya","Hello, thanks for the question",F1,0,5,5,0,0
152,11,Asma termasuk golongan penyakit atopik yang belum bisa disembuhkan total dan bisa terus kambuh - kambuhan jika faktor risikonya tidak dimanagemen dengan baik,Asthma is a group of atopic diseases that cannot be completely cured and can continue to recur if the risk factors are not managed properly,F3,0,5,5,0,0
153,11,"Penyakit ini kerap ditandai dengan sesak, mengi, dan juga batuk","This disease is often characterized by shortness of breath, wheezing, and coughing",F3,0,5,5,0,0
154,11,"Kekambuhan asma seringnya dicetuskan oleh stres, kelelahan, paparan alergen dan substansi udara tertentu, refluks asam lambung, infeksi pernafasan, dan konsumsi obat tertentu","Asthma relapses are often triggered by stress, fatigue, exposure to certain airborne allergens and substances, gastric acid reflux, respiratory infections, and consumption of certain medications",F3,0,5,5,0,0
155,11,"Obat asma yang Anda sebutkan mengandung bahan aktif budesonide dan formoterol fumarate, yakni suatu obat golongan kortikosteroid dan agonis beta 2 aksi panjang yang bisa digunakan untuk meredakan serangan asma dan mengontrol asma agar tidak sering kambuh","The asthma medication you mention contains the active ingredients budesonide and formoterol fumarate, which is a class of corticosteroid medication and a long - acting beta 2 agonist that can be used to relieve asthma attacks and control asthma so that it doesn't recur frequently",F3,0,5,5,0,0
156,11,"Obat ini digunakan dengan cara disemprot, yakni : Lepaskan dahulu tutup kemasan, tari inhaler ke atas","This drug is used by spraying, namely: First remove the packaging cover, pull the inhaler up",F3,1,7,7,1,1
157,11,Putar inhaler ke kanan dan ke kiri dengan cepat hingga terdengar suara klik,Turn the inhaler right and left quickly until you hear a clicking sound,F3,1,7,7,1,1
158,11,Buang napas Anda,Exhale your breath,F3,1,7,7,1,1
159,11,"Letakkan inhaler di mulut Anda, sembari menyondongkan kepala sedikit ke belakang","Place the inhaler in your mouth, while tilting your head slightly back",F3,1,7,7,1,1
160,11,Semprotkan inhaler lalu isap dengan menarik napas kuat dan dalam,Spray the inhaler then inhale by taking a strong and deep breath,F3,1,7,7,1,1
161,11,Apakah Anda sudah melakukan langkah di atas secara tepat?,Have you done the steps above correctly?,F2,1,7,7,1,1
162,11,"Jika sudah, semestinya obat telah berhasil masuk ke tubuh Anda secara benar","If so, the medicine should have entered your body correctly",F5,1,7,7,1,1
163,11,Hal ini ditandai dengan serangan asma yang mereda dan kekambuhannya yang bisa diminimalisasi,It is characterized by an asthma attack that subsides and its recurrence can be minimized,F5,2,1,1,2,2
164,11,"Akan tetapi, jika tetap saja asma Anda tidak membaik, tidak ada salahnya Anda kembali periksa ke dokter atau dokter paru agar dievaluasi apa penyebabnya, lantas ditangani dengan tepat","However, if your asthma still doesn't improve, there's no harm in going back to your doctor or pulmonologist to be evaluated for what the cause is, and then treated appropriately",F5,3,2,2,3,3
165,11,Semoga membantu ya,Hope it helps,F1,3,2,2,3,3
166,12,Hai,Hi,F1,0,3,3,0,0
167,12,"Keluhan yang dialami oleh suami Anda dapat diakibatkan oleh berbagai kemungkinan penyebab seperti: bronkhitis, Tuberkulosis / TBC, Pleuritis (radang selaput paru), Penyakit asam lambung, Gangguan jantung ( gagal jantung, serangan jantung ) dan sebagainya","Complaints experienced by your husband can be caused by various possible causes such as: bronchitis, tuberculosis / tuberculosis, pleurisy (inflammation of the lining of the lungs), acid reflux disease, heart problems (heart failure, heart attack) and so on",F4,0,3,3,0,0
168,12,"Untuk memastikan penyebabnya diperlukan pemeriksaan lebih lanjut oleh dokter , yaitu meliputi pemeriksaan fisik untuk memeriksa kondisi paru - paru dan jantung, serta pemeriksaan penunjang seperti tes darah, X - Ray, EKG dan sebagainya","To determine the cause, further examination is required by a doctor, which includes a physical examination to check the condition of the lungs and heart, as well as supporting examinations such as blood tests, X - Rays, ECGs and so on",F4,0,3,3,0,0
169,12,Oleh sebab itu jika keluhan terus berlanjut sebaiknya suami Anda berkonsultasi dengan dokter untuk menelusuri penyebabnya dan mendapatkan penanganan yang tepat sesuai kondisi,"Therefore, if the complaint persists, your husband should consult a doctor to explore the cause and get the right treatment according to his condition",F5,1,6,6,1,1
170,12,Berikut anjuran yang dapat dilakukan: Istirahat dan tidur yang cukup,The following suggestions can be done: Get enough rest and sleep,F5,1,6,6,1,1
171,12,Makan secara teratur dengan gizi seimbang,Eat regularly with balanced nutrition,F5,1,6,6,1,1
172,12,"Hindari jenis makanan yang terlalu asam, pedas, berlemak, atau makanan yang digoreng","Avoid foods that are too sour, spicy, fatty, or fried foods",F5,1,6,6,1,1
173,12,Jangan langsung berbaring setelah makan Berkumur dengan air hangat yang diberi sedikit garam akan membantu melembabkan tenggorokan dan meredakan batuk,Do not lie down immediately after eating Gargling with warm water with a little salt will help moisten the throat and relieve coughing,F5,1,6,6,1,1
174,12,Batasi aktivitas berat yang berlebihan,Limit excessive strenuous activity,F5,1,6,6,1,1
175,12,Kelola stres dengan bijak,Manage stress wisely,F5,2,4,4,2,2
176,12,Baca laman artikel berikut ini: Batuk - batuk Penyebab nyeri dada sebelah kanan,Read the following article pages: Cough - cough Causes of right chest pain,F5,2,4,4,2,2
177,12,Demikian semoga bermanfaat,So hopefully useful,F1,2,4,4,2,2
178,12,"Salam, dr Muliani Sukiman","Regards, dr Muliani Sukiman",F1,2,4,4,2,2
179,13,"Halo Nolaa, terima kasih atas pertanyaannya untuk Alodokter","Hello Nolaa, thanks for the question for Alodokter",F1,0,7,7,0,0
180,13,Pemeriksaan kehamilan dengan menggunakan testpack memang sebaiknya dilakukan saat sudah terjadi keterlambatan menstruasi,Pregnancy examination using a test pack should indeed be done when there is a delay in menstruation,F3,0,7,7,0,0
181,13,"Bila siklus menstruasi anda biasanya terjadi setiap 28 hari, maka perkiraan siklus menstruasi anda di bulan Desember adalah tanggal 20 Desember","If your menstrual cycle usually occurs every 28 days, then your estimated menstrual cycle in December is December 20",F3,0,7,7,0,0
182,13,"Bila anda belum mengalami menstruasi hingga tanggal 21 Desember, anda dapat melakukan testpack dengan menggunakan kencing pertama di pagi hari agar hasil yang didapat lebih akurat","If you haven't had your period until December 21, you can do a testpack using the first pee in the morning so that the results obtained are more accurate",F3,0,7,7,0,0
183,13,"Bila anda memperoleh hasil positif, maka anda tidak perlu mengulang pemeriksaan karena 99% hasil tersebut adalah benar","If you get a positive result, then you don't need to repeat the test because 99% of the results are correct",F3,0,7,7,0,0
184,13,"Bila anda mendapat hasil negatif, maka anda dapat mengulang pemeriksaan 3 - 7 hari setelah pemeriksaan tersebut bila belum juga mendapat menstruasi","If you get a negative result, then you can repeat the examination 3 - 7 days after the examination if you have not had your period yet",F3,0,7,7,0,0
185,13,"Bila hasilnya tetap negatif, berarti anda tidak sedang hamil","If the result is still negative, it means you are not pregnant",F3,0,7,7,0,0
186,13,Melakukan hubungan seksual dengan penetrasi (memasukkan penis ke vagina) tetap memiliki risiko kehamilan,Having sexual intercourse with penetration (inserting the penis into the vagina) still carries a risk of pregnancy,F4,1,2,2,1,1
187,13,"Cairan pre - ejakulat pria atau cairan bening yang keluar dari penis saat penis mengalami ereksi atau saat mengalami stimulasi seksual, kadang dapat mengandung sperma yang hidup, sehingga meskipun kemungkinannya sangat kecil, cairan pre - ejakulat yang keluar di dalam vagina tetap dapat menyebabkan kehamilan","Male pre - ejaculate fluid or clear fluid that comes out of the penis when the penis is erect or during sexual stimulation, can sometimes contain live sperm, so although the chances are very small, pre - ejaculate fluid that comes out in the vagina can still cause pregnancy",F4,1,2,2,1,1
188,13,"Bila anda dan pasangan memang tidak menghendaki terjadinya kehamilan, sebaiknya anda dan pasangan mempertimbangkan penggunaan alat kontrasepsi untuk mencegah kehamilan","If you and your partner really don't want to get pregnant, you and your partner should consider using contraception to prevent pregnancy",F5,2,4,4,2,2
189,13,Diskusikan dengan bidan atau dokter kandungan untuk pemilihan alat kontrasepsi yang paling sesuai untuk anda dan pasangan anda,Discuss with your midwife or obstetrician to choose the most suitable contraceptive for you and your partner,F5,2,4,4,2,2
190,13,Berikut ini adalah artikel yang dapat anda baca terkait cara memilih alat kontrasepsi,The following is an article that you can read regarding how to choose contraceptives,F5,2,4,4,2,2
191,13,"Sekian informasi dari saya, semoga bermanfaat dr Irna Cecilia","That's all the information from me, I hope it's useful, dr Irna Cecilia",F1,2,4,4,2,2
192,14,"Halo, Terima kasih atas pertanyaannya","Hello, Thanks for the question",F1,0,2,2,0,0
193,14,"Ya, kehamilan dapat terjadi jika hubungan badan dilakukan setelah menstruasi","Yes, pregnancy can occur if sexual intercourse is done after menstruation",F3,0,2,2,0,0
